id,category,priority,tone,state,domain,format,text,filename,file,tags
coach-dataplot-001,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,"Read the label first, then the bar height.",coach-dataplot-001.mp3,future/coaching/domain/coach-dataplot-001.mp3,domain|dataPlot
coach-dataplot-002,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,The tallest bar shows the most.,coach-dataplot-002.mp3,future/coaching/domain/coach-dataplot-002.mp3,domain|dataPlot
coach-dataplot-003,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Count the marks above the category.,coach-dataplot-003.mp3,future/coaching/domain/coach-dataplot-003.mp3,domain|dataPlot
coach-dataplot-004,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Use the graph to compare values.,coach-dataplot-004.mp3,future/coaching/domain/coach-dataplot-004.mp3,domain|dataPlot
coach-dataplot-005,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Check the axis before choosing.,coach-dataplot-005.mp3,future/coaching/domain/coach-dataplot-005.mp3,domain|dataPlot
coach-dataplot-006,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Each picture or X counts as one data point.,coach-dataplot-006.mp3,future/coaching/domain/coach-dataplot-006.mp3,domain|dataPlot
coach-dataplot-007,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Find the category the question asks about.,coach-dataplot-007.mp3,future/coaching/domain/coach-dataplot-007.mp3,domain|dataPlot
coach-dataplot-008,coaching.domain,must_have,warm,domain_strategy,math,dataPlot,Compare the heights carefully.,coach-dataplot-008.mp3,future/coaching/domain/coach-dataplot-008.mp3,domain|dataPlot
coach-fractioncomparison-001,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,Equal parts matter first.,coach-fractioncomparison-001.mp3,future/coaching/domain/coach-fractioncomparison-001.mp3,domain|fractionComparison
coach-fractioncomparison-002,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,The denominator tells how many equal pieces.,coach-fractioncomparison-002.mp3,future/coaching/domain/coach-fractioncomparison-002.mp3,domain|fractionComparison
coach-fractioncomparison-003,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,The numerator tells how many pieces are shaded.,coach-fractioncomparison-003.mp3,future/coaching/domain/coach-fractioncomparison-003.mp3,domain|fractionComparison
coach-fractioncomparison-004,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,"When denominators match, compare the numerators.",coach-fractioncomparison-004.mp3,future/coaching/domain/coach-fractioncomparison-004.mp3,domain|fractionComparison
coach-fractioncomparison-005,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,"When numerators match, fewer pieces means bigger pieces.",coach-fractioncomparison-005.mp3,future/coaching/domain/coach-fractioncomparison-005.mp3,domain|fractionComparison
coach-fractioncomparison-006,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,Use one half as a benchmark.,coach-fractioncomparison-006.mp3,future/coaching/domain/coach-fractioncomparison-006.mp3,domain|fractionComparison
coach-fractioncomparison-007,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,Compare the size of the shaded parts.,coach-fractioncomparison-007.mp3,future/coaching/domain/coach-fractioncomparison-007.mp3,domain|fractionComparison
coach-fractioncomparison-008,coaching.domain,must_have,warm,domain_strategy,math,fractionComparison,Make sure the wholes are the same size.,coach-fractioncomparison-008.mp3,future/coaching/domain/coach-fractioncomparison-008.mp3,domain|fractionComparison
coach-volumeprism-001,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Build one layer first.,coach-volumeprism-001.mp3,future/coaching/domain/coach-volumeprism-001.mp3,domain|volumePrism
coach-volumeprism-002,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Length times width gives one layer.,coach-volumeprism-002.mp3,future/coaching/domain/coach-volumeprism-002.mp3,domain|volumePrism
coach-volumeprism-003,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Then multiply by the height.,coach-volumeprism-003.mp3,future/coaching/domain/coach-volumeprism-003.mp3,domain|volumePrism
coach-volumeprism-004,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Volume counts the cubes that fill the prism.,coach-volumeprism-004.mp3,future/coaching/domain/coach-volumeprism-004.mp3,domain|volumePrism
coach-volumeprism-005,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Every equal layer has the same number of cubes.,coach-volumeprism-005.mp3,future/coaching/domain/coach-volumeprism-005.mp3,domain|volumePrism
coach-volumeprism-006,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,Stack the layers to find the total.,coach-volumeprism-006.mp3,future/coaching/domain/coach-volumeprism-006.mp3,domain|volumePrism
coach-volumeprism-007,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,"Use three dimensions: length, width, and height.",coach-volumeprism-007.mp3,future/coaching/domain/coach-volumeprism-007.mp3,domain|volumePrism
coach-volumeprism-008,coaching.domain,must_have,warm,domain_strategy,math,volumePrism,The answer is in cubic units.,coach-volumeprism-008.mp3,future/coaching/domain/coach-volumeprism-008.mp3,domain|volumePrism
coach-ratiotable-001,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Look at how both numbers grow.,coach-ratiotable-001.mp3,future/coaching/domain/coach-ratiotable-001.mp3,domain|ratioTable
coach-ratiotable-002,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Find the same multiplier in each row.,coach-ratiotable-002.mp3,future/coaching/domain/coach-ratiotable-002.mp3,domain|ratioTable
coach-ratiotable-003,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,A ratio pattern changes both sides together.,coach-ratiotable-003.mp3,future/coaching/domain/coach-ratiotable-003.mp3,domain|ratioTable
coach-ratiotable-004,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Use the completed row to find the missing row.,coach-ratiotable-004.mp3,future/coaching/domain/coach-ratiotable-004.mp3,domain|ratioTable
coach-ratiotable-005,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Compare left to right before choosing.,coach-ratiotable-005.mp3,future/coaching/domain/coach-ratiotable-005.mp3,domain|ratioTable
coach-ratiotable-006,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Each row should keep the same relationship.,coach-ratiotable-006.mp3,future/coaching/domain/coach-ratiotable-006.mp3,domain|ratioTable
coach-ratiotable-007,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Scale both numbers by the same amount.,coach-ratiotable-007.mp3,future/coaching/domain/coach-ratiotable-007.mp3,domain|ratioTable
coach-ratiotable-008,coaching.domain,must_have,warm,domain_strategy,math,ratioTable,Check that the pattern is consistent.,coach-ratiotable-008.mp3,future/coaching/domain/coach-ratiotable-008.mp3,domain|ratioTable
fb-correction-general-001,feedback.correction,must_have,warm,correction_overlay,any,,The answer is correct when it matches the visual model.,fb-correction-general-001.mp3,future/feedback/correction/fb-correction-general-001.mp3,correction|worked_step
fb-correction-general-002,feedback.correction,must_have,warm,correction_overlay,any,,Let's solve this one together before the next question.,fb-correction-general-002.mp3,future/feedback/correction/fb-correction-general-002.mp3,correction|worked_step
fb-correction-general-003,feedback.correction,must_have,warm,correction_overlay,any,,The important clue was hiding in the picture.,fb-correction-general-003.mp3,future/feedback/correction/fb-correction-general-003.mp3,correction|worked_step
fb-correction-general-004,feedback.correction,must_have,warm,correction_overlay,any,,This is the step that changes the answer.,fb-correction-general-004.mp3,future/feedback/correction/fb-correction-general-004.mp3,correction|worked_step
fb-correction-general-005,feedback.correction,must_have,warm,correction_overlay,any,,Watch how the first step points to the answer.,fb-correction-general-005.mp3,future/feedback/correction/fb-correction-general-005.mp3,correction|worked_step
fb-correction-general-006,feedback.correction,must_have,warm,correction_overlay,any,,The answer choice works because it fits every clue.,fb-correction-general-006.mp3,future/feedback/correction/fb-correction-general-006.mp3,correction|worked_step
fb-correction-general-007,feedback.correction,must_have,warm,correction_overlay,any,,Let's name what we know first.,fb-correction-general-007.mp3,future/feedback/correction/fb-correction-general-007.mp3,correction|worked_step
fb-correction-general-008,feedback.correction,must_have,warm,correction_overlay,any,,The model shows why that answer fits.,fb-correction-general-008.mp3,future/feedback/correction/fb-correction-general-008.mp3,correction|worked_step
fb-correction-general-009,feedback.correction,must_have,warm,correction_overlay,any,,This problem gets easier when we slow it down.,fb-correction-general-009.mp3,future/feedback/correction/fb-correction-general-009.mp3,correction|worked_step
fb-correction-general-010,feedback.correction,must_have,warm,correction_overlay,any,,The first clue tells us what to compare.,fb-correction-general-010.mp3,future/feedback/correction/fb-correction-general-010.mp3,correction|worked_step
fb-correction-general-011,feedback.correction,must_have,warm,correction_overlay,any,,A careful check shows which answer belongs.,fb-correction-general-011.mp3,future/feedback/correction/fb-correction-general-011.mp3,correction|worked_step
fb-correction-general-012,feedback.correction,must_have,warm,correction_overlay,any,,Now you can use the same strategy on the next one.,fb-correction-general-012.mp3,future/feedback/correction/fb-correction-general-012.mp3,correction|worked_step
fb-correction-general-013,feedback.correction,must_have,warm,correction_overlay,any,,The mistake was only one step away from the answer.,fb-correction-general-013.mp3,future/feedback/correction/fb-correction-general-013.mp3,correction|worked_step
fb-correction-general-014,feedback.correction,must_have,warm,correction_overlay,any,,Let's connect the words to the picture.,fb-correction-general-014.mp3,future/feedback/correction/fb-correction-general-014.mp3,correction|worked_step
fb-correction-general-015,feedback.correction,must_have,warm,correction_overlay,any,,The visual helper proves the answer.,fb-correction-general-015.mp3,future/feedback/correction/fb-correction-general-015.mp3,correction|worked_step
fb-correction-general-016,feedback.correction,must_have,warm,correction_overlay,any,,This is a good example to remember.,fb-correction-general-016.mp3,future/feedback/correction/fb-correction-general-016.mp3,correction|worked_step
fb-correction-general-017,feedback.correction,must_have,warm,correction_overlay,any,,The answer makes sense because it matches the structure.,fb-correction-general-017.mp3,future/feedback/correction/fb-correction-general-017.mp3,correction|worked_step
fb-correction-general-018,feedback.correction,must_have,warm,correction_overlay,any,,Let's use the choices to check our thinking.,fb-correction-general-018.mp3,future/feedback/correction/fb-correction-general-018.mp3,correction|worked_step
fb-correction-general-019,feedback.correction,must_have,warm,correction_overlay,any,,The correct answer is the one that satisfies the whole question.,fb-correction-general-019.mp3,future/feedback/correction/fb-correction-general-019.mp3,correction|worked_step
fb-correction-general-020,feedback.correction,must_have,warm,correction_overlay,any,,You can try this same move next time.,fb-correction-general-020.mp3,future/feedback/correction/fb-correction-general-020.mp3,correction|worked_step
fb-correction-countandmatch-001,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,Count each object once. The last number you say is the answer.,fb-correction-countandmatch-001.mp3,future/feedback/correction/fb-correction-countandmatch-001.mp3,correction|worked_step|countAndMatch
fb-correction-countandmatch-002,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,"If an object was skipped, the count is too small.",fb-correction-countandmatch-002.mp3,future/feedback/correction/fb-correction-countandmatch-002.mp3,correction|worked_step|countAndMatch
fb-correction-countandmatch-003,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,"If an object was counted twice, the count is too big.",fb-correction-countandmatch-003.mp3,future/feedback/correction/fb-correction-countandmatch-003.mp3,correction|worked_step|countAndMatch
fb-correction-countandmatch-004,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,"Touch, count, move on. That keeps the total accurate.",fb-correction-countandmatch-004.mp3,future/feedback/correction/fb-correction-countandmatch-004.mp3,correction|worked_step|countAndMatch
fb-correction-countandmatch-005,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,The picture shows the total when every object gets one count.,fb-correction-countandmatch-005.mp3,future/feedback/correction/fb-correction-countandmatch-005.mp3,correction|worked_step|countAndMatch
fb-correction-countandmatch-006,feedback.correction,must_have,warm,correction_overlay,any,countAndMatch,The matching number is the final count.,fb-correction-countandmatch-006.mp3,future/feedback/correction/fb-correction-countandmatch-006.mp3,correction|worked_step|countAndMatch
fb-correction-numberbond-001,feedback.correction,must_have,warm,correction_overlay,any,numberBond,The two parts must make the whole.,fb-correction-numberbond-001.mp3,future/feedback/correction/fb-correction-numberbond-001.mp3,correction|worked_step|numberBond
fb-correction-numberbond-002,feedback.correction,must_have,warm,correction_overlay,any,numberBond,Count from the known part up to ten to find the missing part.,fb-correction-numberbond-002.mp3,future/feedback/correction/fb-correction-numberbond-002.mp3,correction|worked_step|numberBond
fb-correction-numberbond-003,feedback.correction,must_have,warm,correction_overlay,any,numberBond,The empty spaces on the ten frame show the missing number.,fb-correction-numberbond-003.mp3,future/feedback/correction/fb-correction-numberbond-003.mp3,correction|worked_step|numberBond
fb-correction-numberbond-004,feedback.correction,must_have,warm,correction_overlay,any,numberBond,Check by adding both parts together.,fb-correction-numberbond-004.mp3,future/feedback/correction/fb-correction-numberbond-004.mp3,correction|worked_step|numberBond
fb-correction-numberbond-005,feedback.correction,must_have,warm,correction_overlay,any,numberBond,"If the parts make more than ten, the missing part is too big.",fb-correction-numberbond-005.mp3,future/feedback/correction/fb-correction-numberbond-005.mp3,correction|worked_step|numberBond
fb-correction-numberbond-006,feedback.correction,must_have,warm,correction_overlay,any,numberBond,"If the parts make less than ten, the missing part is too small.",fb-correction-numberbond-006.mp3,future/feedback/correction/fb-correction-numberbond-006.mp3,correction|worked_step|numberBond
fb-correction-additionstory-001,feedback.correction,must_have,warm,correction_overlay,any,additionStory,Addition joins the groups.,fb-correction-additionstory-001.mp3,future/feedback/correction/fb-correction-additionstory-001.mp3,correction|worked_step|additionStory
fb-correction-additionstory-002,feedback.correction,must_have,warm,correction_overlay,any,additionStory,The answer should include the starting group and the new group.,fb-correction-additionstory-002.mp3,future/feedback/correction/fb-correction-additionstory-002.mp3,correction|worked_step|additionStory
fb-correction-additionstory-003,feedback.correction,must_have,warm,correction_overlay,any,additionStory,Count on from the bigger number to find the total.,fb-correction-additionstory-003.mp3,future/feedback/correction/fb-correction-additionstory-003.mp3,correction|worked_step|additionStory
fb-correction-additionstory-004,feedback.correction,must_have,warm,correction_overlay,any,additionStory,The story asks how many there are altogether.,fb-correction-additionstory-004.mp3,future/feedback/correction/fb-correction-additionstory-004.mp3,correction|worked_step|additionStory
fb-correction-additionstory-005,feedback.correction,must_have,warm,correction_overlay,any,additionStory,"If one group is missing, the total will be too small.",fb-correction-additionstory-005.mp3,future/feedback/correction/fb-correction-additionstory-005.mp3,correction|worked_step|additionStory
fb-correction-additionstory-006,feedback.correction,must_have,warm,correction_overlay,any,additionStory,The sum is the amount after both groups are together.,fb-correction-additionstory-006.mp3,future/feedback/correction/fb-correction-additionstory-006.mp3,correction|worked_step|additionStory
fb-correction-subtractionstory-001,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,Subtraction starts with the whole and takes part away.,fb-correction-subtractionstory-001.mp3,future/feedback/correction/fb-correction-subtractionstory-001.mp3,correction|worked_step|subtractionStory
fb-correction-subtractionstory-002,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,The answer is the group that remains.,fb-correction-subtractionstory-002.mp3,future/feedback/correction/fb-correction-subtractionstory-002.mp3,correction|worked_step|subtractionStory
fb-correction-subtractionstory-003,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,Cross out the removed amount before counting leftovers.,fb-correction-subtractionstory-003.mp3,future/feedback/correction/fb-correction-subtractionstory-003.mp3,correction|worked_step|subtractionStory
fb-correction-subtractionstory-004,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,"If you forgot to take away, the answer is too big.",fb-correction-subtractionstory-004.mp3,future/feedback/correction/fb-correction-subtractionstory-004.mp3,correction|worked_step|subtractionStory
fb-correction-subtractionstory-005,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,Count back by the amount that leaves.,fb-correction-subtractionstory-005.mp3,future/feedback/correction/fb-correction-subtractionstory-005.mp3,correction|worked_step|subtractionStory
fb-correction-subtractionstory-006,feedback.correction,must_have,warm,correction_overlay,any,subtractionStory,The leftover group proves the answer.,fb-correction-subtractionstory-006.mp3,future/feedback/correction/fb-correction-subtractionstory-006.mp3,correction|worked_step|subtractionStory
fb-correction-shapeclassification-001,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,"Shape names come from attributes, not color or size.",fb-correction-shapeclassification-001.mp3,future/feedback/correction/fb-correction-shapeclassification-001.mp3,correction|worked_step|shapeClassification
fb-correction-shapeclassification-002,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,Trace every side before naming the shape.,fb-correction-shapeclassification-002.mp3,future/feedback/correction/fb-correction-shapeclassification-002.mp3,correction|worked_step|shapeClassification
fb-correction-shapeclassification-003,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,Corners are the points where sides meet.,fb-correction-shapeclassification-003.mp3,future/feedback/correction/fb-correction-shapeclassification-003.mp3,correction|worked_step|shapeClassification
fb-correction-shapeclassification-004,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,A square is a special rectangle with equal sides.,fb-correction-shapeclassification-004.mp3,future/feedback/correction/fb-correction-shapeclassification-004.mp3,correction|worked_step|shapeClassification
fb-correction-shapeclassification-005,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,A circle has no straight sides and no corners.,fb-correction-shapeclassification-005.mp3,future/feedback/correction/fb-correction-shapeclassification-005.mp3,correction|worked_step|shapeClassification
fb-correction-shapeclassification-006,feedback.correction,must_have,warm,correction_overlay,any,shapeClassification,The side count is the clue that names the polygon.,fb-correction-shapeclassification-006.mp3,future/feedback/correction/fb-correction-shapeclassification-006.mp3,correction|worked_step|shapeClassification
fb-correction-measurelength-001,feedback.correction,must_have,warm,correction_overlay,any,measureLength,Measurement starts at zero.,fb-correction-measurelength-001.mp3,future/feedback/correction/fb-correction-measurelength-001.mp3,correction|worked_step|measureLength
fb-correction-measurelength-002,feedback.correction,must_have,warm,correction_overlay,any,measureLength,The length is the number of equal spaces the object covers.,fb-correction-measurelength-002.mp3,future/feedback/correction/fb-correction-measurelength-002.mp3,correction|worked_step|measureLength
fb-correction-measurelength-003,feedback.correction,must_have,warm,correction_overlay,any,measureLength,Counting marks instead of spaces can change the answer.,fb-correction-measurelength-003.mp3,future/feedback/correction/fb-correction-measurelength-003.mp3,correction|worked_step|measureLength
fb-correction-measurelength-004,feedback.correction,must_have,warm,correction_overlay,any,measureLength,Line up the start of the object with zero.,fb-correction-measurelength-004.mp3,future/feedback/correction/fb-correction-measurelength-004.mp3,correction|worked_step|measureLength
fb-correction-measurelength-005,feedback.correction,must_have,warm,correction_overlay,any,measureLength,The endpoint shows the length.,fb-correction-measurelength-005.mp3,future/feedback/correction/fb-correction-measurelength-005.mp3,correction|worked_step|measureLength
fb-correction-measurelength-006,feedback.correction,must_have,warm,correction_overlay,any,measureLength,Each unit space counts once.,fb-correction-measurelength-006.mp3,future/feedback/correction/fb-correction-measurelength-006.mp3,correction|worked_step|measureLength
fb-correction-areatiling-001,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,Area counts all the square units inside.,fb-correction-areatiling-001.mp3,future/feedback/correction/fb-correction-areatiling-001.mp3,correction|worked_step|areaTiling
fb-correction-areatiling-002,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,Rows and columns make an array.,fb-correction-areatiling-002.mp3,future/feedback/correction/fb-correction-areatiling-002.mp3,correction|worked_step|areaTiling
fb-correction-areatiling-003,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,Multiply rows by columns to find the total squares.,fb-correction-areatiling-003.mp3,future/feedback/correction/fb-correction-areatiling-003.mp3,correction|worked_step|areaTiling
fb-correction-areatiling-004,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,"If a row is skipped, the area is too small.",fb-correction-areatiling-004.mp3,future/feedback/correction/fb-correction-areatiling-004.mp3,correction|worked_step|areaTiling
fb-correction-areatiling-005,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,The rectangle is covered by equal square units.,fb-correction-areatiling-005.mp3,future/feedback/correction/fb-correction-areatiling-005.mp3,correction|worked_step|areaTiling
fb-correction-areatiling-006,feedback.correction,must_have,warm,correction_overlay,any,areaTiling,The grid proves the multiplication answer.,fb-correction-areatiling-006.mp3,future/feedback/correction/fb-correction-areatiling-006.mp3,correction|worked_step|areaTiling
fb-correction-anglemeasure-001,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,A right angle is 90 degrees.,fb-correction-anglemeasure-001.mp3,future/feedback/correction/fb-correction-anglemeasure-001.mp3,correction|worked_step|angleMeasure
fb-correction-anglemeasure-002,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,Smaller than a right angle means less than 90 degrees.,fb-correction-anglemeasure-002.mp3,future/feedback/correction/fb-correction-anglemeasure-002.mp3,correction|worked_step|angleMeasure
fb-correction-anglemeasure-003,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,Bigger than a right angle means more than 90 degrees.,fb-correction-anglemeasure-003.mp3,future/feedback/correction/fb-correction-anglemeasure-003.mp3,correction|worked_step|angleMeasure
fb-correction-anglemeasure-004,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,The measure tells how wide the angle opens.,fb-correction-anglemeasure-004.mp3,future/feedback/correction/fb-correction-anglemeasure-004.mp3,correction|worked_step|angleMeasure
fb-correction-anglemeasure-005,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,Compare the angle to the benchmark before choosing.,fb-correction-anglemeasure-005.mp3,future/feedback/correction/fb-correction-anglemeasure-005.mp3,correction|worked_step|angleMeasure
fb-correction-anglemeasure-006,feedback.correction,must_have,warm,correction_overlay,any,angleMeasure,The protractor arc points to the degree measure.,fb-correction-anglemeasure-006.mp3,future/feedback/correction/fb-correction-anglemeasure-006.mp3,correction|worked_step|angleMeasure
fb-correction-fractioncomparison-001,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,Fractions compare shaded parts of equal wholes.,fb-correction-fractioncomparison-001.mp3,future/feedback/correction/fb-correction-fractioncomparison-001.mp3,correction|worked_step|fractionComparison
fb-correction-fractioncomparison-002,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,"When denominators match, compare numerators.",fb-correction-fractioncomparison-002.mp3,future/feedback/correction/fb-correction-fractioncomparison-002.mp3,correction|worked_step|fractionComparison
fb-correction-fractioncomparison-003,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,"When numerators match, the smaller denominator makes bigger pieces.",fb-correction-fractioncomparison-003.mp3,future/feedback/correction/fb-correction-fractioncomparison-003.mp3,correction|worked_step|fractionComparison
fb-correction-fractioncomparison-004,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,A benchmark like one half can help.,fb-correction-fractioncomparison-004.mp3,future/feedback/correction/fb-correction-fractioncomparison-004.mp3,correction|worked_step|fractionComparison
fb-correction-fractioncomparison-005,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,The bigger shaded amount is the bigger fraction.,fb-correction-fractioncomparison-005.mp3,future/feedback/correction/fb-correction-fractioncomparison-005.mp3,correction|worked_step|fractionComparison
fb-correction-fractioncomparison-006,feedback.correction,must_have,warm,correction_overlay,any,fractionComparison,Equal parts must be the same size before comparing.,fb-correction-fractioncomparison-006.mp3,future/feedback/correction/fb-correction-fractioncomparison-006.mp3,correction|worked_step|fractionComparison
fb-correction-solidattributes-001,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,A solid is three-dimensional.,fb-correction-solidattributes-001.mp3,future/feedback/correction/fb-correction-solidattributes-001.mp3,correction|worked_step|solidAttributes
fb-correction-solidattributes-002,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,Faces are flat surfaces.,fb-correction-solidattributes-002.mp3,future/feedback/correction/fb-correction-solidattributes-002.mp3,correction|worked_step|solidAttributes
fb-correction-solidattributes-003,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,Edges are where faces meet.,fb-correction-solidattributes-003.mp3,future/feedback/correction/fb-correction-solidattributes-003.mp3,correction|worked_step|solidAttributes
fb-correction-solidattributes-004,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,Vertices are corner points.,fb-correction-solidattributes-004.mp3,future/feedback/correction/fb-correction-solidattributes-004.mp3,correction|worked_step|solidAttributes
fb-correction-solidattributes-005,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,"Curved surfaces help identify cylinders, cones, and spheres.",fb-correction-solidattributes-005.mp3,future/feedback/correction/fb-correction-solidattributes-005.mp3,correction|worked_step|solidAttributes
fb-correction-solidattributes-006,feedback.correction,must_have,warm,correction_overlay,any,solidAttributes,"Match the clue to faces, edges, vertices, or curved parts.",fb-correction-solidattributes-006.mp3,future/feedback/correction/fb-correction-solidattributes-006.mp3,correction|worked_step|solidAttributes
fb-correction-gridpath-001,feedback.correction,must_have,warm,correction_overlay,any,gridPath,Follow one direction at a time.,fb-correction-gridpath-001.mp3,future/feedback/correction/fb-correction-gridpath-001.mp3,correction|worked_step|gridPath
fb-correction-gridpath-002,feedback.correction,must_have,warm,correction_overlay,any,gridPath,Right and left move across the row.,fb-correction-gridpath-002.mp3,future/feedback/correction/fb-correction-gridpath-002.mp3,correction|worked_step|gridPath
fb-correction-gridpath-003,feedback.correction,must_have,warm,correction_overlay,any,gridPath,Up and down move between rows.,fb-correction-gridpath-003.mp3,future/feedback/correction/fb-correction-gridpath-003.mp3,correction|worked_step|gridPath
fb-correction-gridpath-004,feedback.correction,must_have,warm,correction_overlay,any,gridPath,The landing space is the answer.,fb-correction-gridpath-004.mp3,future/feedback/correction/fb-correction-gridpath-004.mp3,correction|worked_step|gridPath
fb-correction-gridpath-005,feedback.correction,must_have,warm,correction_overlay,any,gridPath,Restart at the starting object if the path gets confusing.,fb-correction-gridpath-005.mp3,future/feedback/correction/fb-correction-gridpath-005.mp3,correction|worked_step|gridPath
fb-correction-gridpath-006,feedback.correction,must_have,warm,correction_overlay,any,gridPath,Count each grid step carefully.,fb-correction-gridpath-006.mp3,future/feedback/correction/fb-correction-gridpath-006.mp3,correction|worked_step|gridPath
fb-correction-symmetrymirror-001,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,A mirror line makes two matching halves.,fb-correction-symmetrymirror-001.mp3,future/feedback/correction/fb-correction-symmetrymirror-001.mp3,correction|worked_step|symmetryMirror
fb-correction-symmetrymirror-002,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,Each part should have a matching part across the line.,fb-correction-symmetrymirror-002.mp3,future/feedback/correction/fb-correction-symmetrymirror-002.mp3,correction|worked_step|symmetryMirror
fb-correction-symmetrymirror-003,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,"If one side is flipped the wrong way, it will not match.",fb-correction-symmetrymirror-003.mp3,future/feedback/correction/fb-correction-symmetrymirror-003.mp3,correction|worked_step|symmetryMirror
fb-correction-symmetrymirror-004,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,Imagine folding on the mirror line.,fb-correction-symmetrymirror-004.mp3,future/feedback/correction/fb-correction-symmetrymirror-004.mp3,correction|worked_step|symmetryMirror
fb-correction-symmetrymirror-005,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,The matching half completes the picture.,fb-correction-symmetrymirror-005.mp3,future/feedback/correction/fb-correction-symmetrymirror-005.mp3,correction|worked_step|symmetryMirror
fb-correction-symmetrymirror-006,feedback.correction,must_have,warm,correction_overlay,any,symmetryMirror,Symmetry means both sides line up.,fb-correction-symmetrymirror-006.mp3,future/feedback/correction/fb-correction-symmetrymirror-006.mp3,correction|worked_step|symmetryMirror
companion-space-001,companion.theme,strong_pack,playful,theme_reaction,any,,Mission step complete.,companion-space-001.mp3,future/companion/theme/companion-space-001.mp3,companion|space
companion-space-002,companion.theme,strong_pack,playful,theme_reaction,any,,Your math rocket is steady.,companion-space-002.mp3,future/companion/theme/companion-space-002.mp3,companion|space
companion-space-003,companion.theme,strong_pack,playful,theme_reaction,any,,That answer is cleared for launch.,companion-space-003.mp3,future/companion/theme/companion-space-003.mp3,companion|space
companion-space-004,companion.theme,strong_pack,playful,theme_reaction,any,,Nice orbit around that tricky clue.,companion-space-004.mp3,future/companion/theme/companion-space-004.mp3,companion|space
